id_cliente,mes_ingresso,resposta,loja,idade,sexo,flag_aposentado,flag_bolsa_familia,flag_emprego_formal,flag_socio,qtd_consultas,rating_1,rating_2
149870,11,NA,135,58,m,0,0,0,1,0,C,8520
149871,11,NA,122,62,f,1,0,0,0,0,B,9641
149872,11,NA,15,29,m,0,0,1,0,0,E,8159
149873,11,NA,100,33,f,0,0,1,0,2,D,9676
149874,11,NA,49,42,m,0,0,0,0,0,E,7428
149875,11,NA,70,23,m,0,0,0,0,0,B,8687
149876,11,NA,35,23,m,0,0,1,0,0,C,8245
149877,11,NA,91,27,m,0,0,0,1,0,C,7670
149878,11,NA,127,32,m,0,0,1,0,0,E,7432
149879,11,NA,122,62,m,0,0,0,0,0,C,7801
149880,11,NA,113,26,m,0,0,1,0,0,D,7222
149881,11,NA,70,29,m,0,0,1,0,0,E,8695
149882,11,NA,62,24,f,0,0,1,0,0,E,NA
149883,11,NA,35,27,f,0,0,0,0,1,E,6676
149884,11,NA,45,34,f,0,0,1,0,0,D,8040
149885,11,NA,98,26,m,0,0,0,0,0,C,8828
149886,11,NA,59,21,f,0,0,0,0,0,E,8525
149887,11,NA,18,32,m,0,0,1,0,0,E,7582
149888,11,NA,120,25,m,0,0,0,0,0,D,7952
149889,11,NA,10,34,f,0,1,1,0,0,E,6978
149890,11,NA,70,27,m,0,0,1,0,0,E,7710
149891,11,NA,126,35,f,0,1,0,0,0,E,7939
149892,11,NA,26,33,m,0,0,0,1,3,D,3838
149893,11,NA,94,26,m,0,0,0,0,0,C,6989
149894,11,NA,35,26,f,0,0,1,0,1,A,9316
149895,11,NA,78,35,m,0,0,1,0,0,D,9222
149896,11,NA,109,37,f,0,0,1,0,0,C,8389
149897,11,NA,135,27,m,0,0,0,0,0,C,8811
149898,11,NA,55,33,m,0,0,1,0,0,E,8700
149899,11,NA,126,21,m,0,0,0,0,0,D,8627
149900,11,NA,11,35,m,0,0,1,0,0,E,7267
149901,11,NA,78,42,f,0,1,0,0,0,C,9136
149902,11,NA,26,31,m,0,0,1,0,0,D,7197
149903,11,NA,65,33,m,0,0,0,0,0,D,9440
149904,11,NA,94,25,m,0,0,0,0,2,B,8712
149905,11,NA,46,23,m,0,0,0,0,0,E,8276
149906,11,NA,1,34,m,0,0,1,0,1,C,9498
149907,11,NA,98,20,m,1,0,1,0,0,E,8183
149908,11,NA,61,33,m,0,0,0,0,0,E,8982
149909,11,NA,59,33,f,0,0,0,0,0,E,8875
149910,11,NA,70,26,f,0,0,1,0,0,E,9118
149911,11,NA,95,26,m,0,0,1,0,0,C,7932
149912,11,NA,45,31,m,0,0,1,0,0,D,9277
149913,11,NA,94,25,m,0,0,1,0,0,C,7267
149914,11,NA,70,26,f,0,1,0,0,0,D,5655
149915,11,NA,122,57,f,0,0,0,0,0,E,9175
149916,11,NA,45,32,f,0,0,1,0,0,D,7185
149917,11,NA,135,57,m,0,0,0,0,0,C,9072
149918,11,NA,15,23,m,0,0,1,1,0,D,8754
149919,11,NA,81,30,f,0,1,0,0,0,B,8782
149920,11,NA,70,25,m,0,0,0,0,0,D,8832
149921,11,NA,15,33,f,0,1,0,0,0,D,6986
149922,11,NA,54,36,m,0,0,0,0,0,E,7271
149923,11,NA,94,26,f,0,0,1,0,0,B,8035
149924,11,NA,22,24,m,0,0,1,0,0,A,8962
149925,11,NA,3,32,f,0,0,1,0,0,D,9274
149926,11,NA,26,33,f,0,0,1,0,0,E,9309
149927,11,NA,46,25,m,0,0,1,0,1,E,8610
149928,11,NA,109,49,f,0,0,1,0,0,C,9018
149929,11,NA,71,35,m,0,0,0,1,0,A,9454
149930,11,NA,57,26,f,0,1,0,0,0,D,9151
149931,11,NA,26,36,f,0,0,0,0,0,B,8767
149932,11,NA,122,27,f,0,0,1,0,0,A,8151
149933,11,NA,10,36,f,0,0,0,0,0,E,7518
149934,11,NA,32,63,m,0,0,0,0,2,E,8077
149935,11,NA,26,20,m,0,0,0,0,0,C,8538
149936,11,NA,44,63,m,0,0,0,1,0,A,9092
149937,11,NA,26,41,f,0,0,1,0,0,E,7615
149938,11,NA,26,35,m,0,0,0,0,0,E,8265
149939,11,NA,113,28,f,0,1,0,0,0,D,8883
149940,11,NA,70,30,m,0,0,1,0,0,C,9036
149941,11,NA,25,65,f,1,0,0,0,0,E,7559
149942,11,NA,10,32,f,0,0,0,0,0,E,9081
149943,11,NA,75,24,f,0,0,0,0,0,C,7037
149944,11,NA,67,34,f,0,0,0,1,0,E,6019
149945,11,NA,25,26,m,0,0,0,0,0,B,7296
149946,11,NA,66,31,m,0,0,1,1,0,B,8947
149947,11,NA,58,33,m,0,0,1,0,0,C,8311
149948,11,NA,85,34,f,0,1,0,0,0,E,7725
149949,11,NA,26,25,m,0,0,1,0,0,E,6619
149950,11,NA,57,56,f,0,0,1,0,0,C,9758
149951,11,NA,35,26,m,0,0,1,0,0,C,9019
149952,11,NA,74,25,m,0,0,1,0,0,C,8907
149953,11,NA,102,49,m,0,0,1,0,2,E,8480
149954,11,NA,102,38,m,0,0,0,1,0,B,9114
149955,11,NA,26,27,f,0,0,1,0,0,A,9342
149956,11,NA,65,33,m,0,0,1,0,0,E,7831
149957,11,NA,65,33,f,0,0,1,0,1,E,7983
149958,11,NA,45,28,f,0,0,1,0,1,E,9023
149959,11,NA,87,18,m,0,0,1,0,0,E,8335
149960,11,NA,135,24,f,0,0,0,0,0,B,8040
149961,11,NA,74,23,f,0,0,0,0,0,E,8658
149962,11,NA,120,27,f,0,0,1,0,0,D,8708
149963,11,NA,18,35,f,0,1,0,0,0,D,9357
149964,11,NA,109,31,f,0,1,1,0,0,E,9318
149965,11,NA,122,28,f,0,0,1,0,0,E,8657
149966,11,NA,94,27,f,0,0,0,0,0,E,8281
149967,11,NA,21,32,f,0,0,1,0,0,E,8855
149968,11,NA,25,69,m,0,0,0,1,0,B,8714
149969,11,NA,118,32,m,0,0,1,0,1,C,7896
149970,11,NA,100,31,m,0,0,0,0,0,E,8152
149971,11,NA,113,27,f,0,0,0,1,0,D,8622
149972,11,NA,118,37,f,0,0,1,0,1,D,8360
149973,11,NA,26,32,m,0,0,0,1,0,C,6980
149974,11,NA,121,27,m,0,0,0,0,0,E,6041
149975,11,NA,118,31,m,0,0,1,0,0,E,9104
149976,11,NA,27,56,m,0,0,1,1,3,A,9428
149977,11,NA,83,32,m,0,0,0,1,1,A,9728
149978,11,NA,26,26,m,0,0,0,0,1,E,5074
149979,11,NA,107,27,f,0,0,0,0,0,C,8315
149980,11,NA,42,60,NA,1,0,0,0,3,C,9091
149981,11,NA,93,29,m,0,0,1,1,0,A,8749
149982,11,NA,122,37,m,0,0,0,0,0,B,7785
149983,11,NA,26,43,f,0,0,1,0,0,E,8761
149984,11,NA,26,34,m,0,0,1,0,0,C,9041
149985,11,NA,109,32,f,0,0,1,0,0,D,8548
149986,11,NA,94,76,m,1,0,0,0,0,A,9119
149987,11,NA,113,32,f,0,0,0,0,0,C,7393
149988,11,NA,120,63,f,0,0,0,1,0,C,9566
149989,11,NA,93,33,NA,0,1,1,0,1,E,7742
149990,11,NA,25,32,f,0,0,0,0,0,C,8569
149991,11,NA,76,32,f,0,0,0,0,0,B,7515
149992,11,NA,28,29,m,0,0,0,0,0,C,9353
149993,11,NA,14,37,f,0,0,0,1,0,E,7638
149994,11,NA,117,29,m,0,0,1,0,1,E,7800
149995,11,NA,122,28,f,0,0,0,0,1,C,8336
149996,11,NA,53,26,m,0,0,1,0,0,E,8203
149997,11,NA,10,26,m,0,0,0,0,0,D,8476
149998,11,NA,10,33,f,0,0,0,0,0,E,8575
149999,11,NA,26,35,f,0,1,0,0,0,B,7515
150000,11,NA,26,42,m,0,0,1,0,0,E,7131
150001,11,NA,109,31,f,0,0,0,0,0,E,7231
150002,11,NA,38,69,m,0,0,0,0,0,C,8560
150003,11,NA,88,63,f,0,0,0,0,0,B,9465
150004,11,NA,72,40,f,0,1,0,1,0,E,7897
150005,11,NA,38,47,f,0,0,0,0,0,D,8435
150006,11,NA,135,24,f,0,0,0,0,0,E,6311
150007,11,NA,10,32,m,0,0,1,0,0,E,6750
150008,11,NA,26,25,m,0,0,1,0,0,E,6414
150009,11,NA,83,35,f,0,0,1,0,0,B,9576
150010,11,NA,72,32,m,0,0,0,0,0,E,6205
150011,11,NA,41,32,f,0,0,1,0,2,D,8548
150012,11,NA,32,65,f,0,0,0,1,0,B,8519
150013,11,NA,120,26,f,0,0,1,0,0,B,8680
150014,11,NA,100,31,f,0,1,0,0,0,B,8609
150015,11,NA,59,35,m,0,0,0,0,0,D,7914
150016,11,NA,63,29,m,0,0,1,0,0,C,8568
150017,11,NA,1,31,f,0,0,1,0,0,D,9480
150018,11,NA,94,28,f,0,0,1,0,0,C,7398
150019,11,NA,71,41,m,0,0,0,1,0,B,9281
150020,11,NA,32,66,m,1,0,1,0,3,E,9177
150021,11,NA,64,67,f,0,0,0,0,0,A,9266
150022,11,NA,8,49,f,0,0,1,0,0,D,8405
150023,11,NA,118,29,m,0,0,1,0,0,C,9195
150024,11,NA,84,63,m,0,0,0,0,0,B,8637
150025,11,NA,26,32,m,0,0,1,0,0,C,9244
150026,11,NA,32,65,m,0,0,1,0,7,C,8617
150027,11,NA,63,31,m,0,0,1,0,0,E,8843
150028,11,NA,113,23,m,0,0,0,0,0,C,8885
150029,11,NA,58,26,f,0,0,0,0,0,C,8276
150030,11,NA,84,60,m,0,0,0,0,0,C,9479
150031,11,NA,35,26,f,0,0,0,0,0,C,9482
150032,11,NA,26,35,f,0,0,0,0,0,E,9442
150033,11,NA,35,23,m,0,0,0,0,0,E,7909
150034,11,NA,58,25,m,0,0,0,0,0,E,8768
150035,11,NA,35,29,m,0,0,1,0,0,C,8531
150036,11,NA,11,64,f,1,0,0,0,1,D,9453
150037,11,NA,129,25,m,0,0,0,0,0,E,8208
150038,11,NA,35,26,f,0,0,0,0,0,E,5848
150039,11,NA,121,26,m,0,0,1,0,0,C,8014
150040,11,NA,35,27,f,0,0,0,0,0,E,7483
150041,11,NA,26,53,f,1,0,0,0,1,C,4920
150042,11,NA,92,33,m,0,0,0,0,0,E,9352
150043,11,NA,110,66,f,1,0,0,0,0,B,9519
150044,11,NA,35,24,f,0,0,0,0,1,C,8120
150045,11,NA,42,26,f,0,0,0,0,0,C,7401
150046,11,NA,120,26,m,0,0,1,0,0,E,7056
150047,11,NA,118,35,m,0,0,1,0,0,E,8483
150048,11,NA,26,32,m,0,0,0,0,0,E,7538
150049,11,NA,33,33,m,0,0,0,0,0,E,7878
150050,11,NA,26,33,m,0,0,1,0,0,E,5323
150051,11,NA,126,71,m,1,0,0,0,0,D,9269
150052,11,NA,113,25,f,0,0,0,0,0,C,7944
150053,11,NA,86,38,f,0,0,0,0,0,E,7476
150054,11,NA,59,33,m,0,0,0,0,0,E,8346
150055,11,NA,65,33,m,0,0,1,0,0,A,8301
150056,11,NA,59,32,f,0,0,1,1,0,E,8780
150057,11,NA,118,39,f,0,0,0,0,0,B,8225
150058,11,NA,94,21,f,0,0,0,0,0,D,8048
150059,11,NA,63,33,f,0,0,0,0,0,E,9042
150060,11,NA,122,26,m,0,0,0,0,0,D,8448
150061,11,NA,59,32,f,0,0,0,0,0,E,7111
150062,11,NA,97,21,m,0,0,1,0,0,D,9049
150063,11,NA,85,27,m,0,0,1,0,0,C,8765
150064,11,NA,70,23,m,0,0,1,0,0,E,8504
150065,11,NA,32,63,f,0,0,0,0,0,E,8740
150066,11,NA,26,31,m,0,0,0,0,0,E,8937
150067,11,NA,43,65,m,1,0,0,1,6,E,7004
150068,11,NA,46,22,m,0,0,0,0,0,B,6961
150069,11,NA,112,32,f,0,0,1,0,0,A,8222
150070,11,NA,25,28,f,0,0,0,0,0,D,6865
150071,11,NA,28,21,m,0,0,1,0,0,B,7246
150072,11,NA,35,31,m,0,1,0,0,0,E,8686
150073,11,NA,120,22,f,0,0,0,0,0,C,8645
150074,11,NA,109,39,m,0,0,1,0,0,E,6875
150075,11,NA,26,33,f,0,0,0,1,0,B,6941
150076,11,NA,26,41,f,0,0,1,0,0,C,8412
150077,11,NA,70,24,m,0,0,0,0,0,A,9163
150078,11,NA,56,31,f,0,0,0,0,0,E,8177
150079,11,NA,1,63,m,0,0,1,0,1,A,8996
150080,11,NA,74,20,f,0,0,0,0,0,D,8640
150081,11,NA,63,31,m,0,0,1,0,0,D,8529
150082,11,NA,59,32,m,0,0,1,0,0,E,7781
150083,11,NA,26,41,f,0,1,0,0,0,B,7981
150084,11,NA,54,21,m,0,0,0,0,0,B,8225
150085,11,NA,71,33,f,0,0,0,1,0,B,7339
150086,11,NA,15,32,m,0,0,1,0,0,E,8484
150087,11,NA,60,34,f,0,1,0,0,0,A,8562
150088,11,NA,113,27,m,0,0,0,0,0,E,6240
150089,11,NA,113,19,f,0,0,0,0,0,D,8626
150090,11,NA,70,28,f,0,0,0,0,0,B,7859
150091,11,NA,78,48,f,0,0,1,1,0,E,9787
150092,11,NA,23,18,m,0,0,0,1,0,C,7730
150093,11,NA,26,33,m,0,0,1,0,0,E,6061
150094,11,NA,31,33,m,0,0,0,0,0,C,9133
150095,11,NA,45,35,f,0,1,1,0,0,E,6876
150096,11,NA,55,34,f,0,1,1,1,0,D,8090
150097,11,NA,35,19,f,0,0,1,0,0,D,8704
150098,11,NA,70,18,f,0,0,0,0,0,D,8655
150099,11,NA,27,18,f,0,0,0,0,0,C,7959
150100,11,NA,95,25,m,0,0,0,0,0,D,6811
150101,11,NA,61,24,f,0,0,1,0,0,D,9258
150102,11,NA,35,25,m,0,0,1,0,0,E,8701
150103,11,NA,23,19,m,0,0,0,0,0,C,7585
150104,11,NA,113,26,f,0,0,1,0,0,C,9001
150105,11,NA,101,34,f,0,0,1,0,0,E,8568
150106,11,NA,59,25,f,0,0,1,0,0,C,6893
150107,11,NA,80,36,f,0,0,1,0,0,C,8251
150108,11,NA,35,27,f,0,0,0,0,0,E,6441
150109,11,NA,118,39,f,0,0,0,0,0,E,7681
150110,11,NA,118,29,f,0,0,1,0,0,E,9085
150111,11,NA,63,31,f,0,0,1,0,0,C,9654
150112,11,NA,10,31,m,0,0,1,0,1,E,7869
150113,11,NA,65,29,m,0,0,1,0,0,B,8610
150114,11,NA,35,24,f,0,0,0,0,0,D,8162
150115,11,NA,39,33,m,0,0,0,0,0,E,8569
150116,11,NA,63,37,f,0,1,0,0,0,B,8175
150117,11,NA,26,33,f,0,0,0,0,0,D,7491
150118,11,NA,16,20,f,0,0,0,0,0,D,8000
